<DOC>	<DOC>+BDTag
olursa	ol+VERB+POS+AOR+COND+A3SG
?	?+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Hazırlıklı	hazırlıklı+ADJ
olma	ol+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM
bu	bu+DET
günlerde	gün+NOUN+A3PL+PNON+LOC
daha	daha+ADV
çok	çok+ADJ
el	el+NOUN+A3SG+PNON+NOM
fenerleri	fener+NOUN+A3PL+P3SG+NOM
ve	ve+CONJ
yangın	yangın+NOUN+A3SG+PNON+NOM
alarmlarını	alarm+NOUN+A3PL+P3SG+ACC
içerir	içer+VERB+POS+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bazı	bazı+DET
büyük	büyük+ADJ
şirketler	şirket+NOUN+A3PL+PNON+NOM
güvenlik	güvenlik+NOUN+A3SG+PNON+NOM
ve	ve+CONJ
işin	iş+NOUN+A3SG+PNON+GEN
yeniden	yeniden+ADV
başlamasına	başla+VERB+POS^DB+NOUN+INF2+A3SG+P3SG+DAT
odaklanan	odakla+VERB^DB+VERB+PASS+POS^DB+ADJ+PRESPART
kurum	kurum+NOUN+A3SG+PNON+NOM
içi	iç+NOUN+A3SG+P3SG+NOM
uzmanlar	uzman+NOUN+A3PL+PNON+NOM
ekibine	ekip+NOUN+A3SG+P3SG+DAT
sahiptir	sahip+NOUN+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Sonrasında	sonra+NOUN+A3SG+P3SG+LOC
öğleden	öğle+NOUN+A3SG+PNON+ABL
sonra	sonra+NOUN+A3SG+PNON+NOM
gerçek	gerçek+ADJ
bir	bir+NUM+CARD
taneye	tane+NOUN+A3SG+PNON+DAT
sahip	sahip+NOUN+A3SG+PNON+NOM
olduk	ol+VERB+POS+PAST+A1PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Hewlett-Packard	Hewlett-Packard+NOUN+PROP+A3SG+PNON+NOM
de	de+CONJ
sistem	sistem+NOUN+A3SG+PNON+NOM
uzmanlarını	uzman+NOUN+A3PL+P3SG+ACC
kendi	kendi+PRON+REFLEXP+A3SG+P3SG+NOM
bilgisayar	bilgisayar+NOUN+A3SG+PNON+NOM
operasyonlarını	operasyon+NOUN+A3PL+P3PL+ACC
yeniden	yeniden+ADV
kurmaya	kur+VERB+POS^DB+NOUN+INF2+A3SG+PNON+DAT
çağırdı	çağır+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bazı	bazı+DET
şirketler	şirket+NOUN+A3PL+PNON+NOM
hazırlıklı	hazırlıklı+ADJ
olduklarına	ol+VERB+POS^DB+NOUN+PASTPART+A3PL+P3PL+DAT
emin	emin+ADJ
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Hurricane	Hurricane+NOUN+PROP+A3SG+PNON+NOM
Hugo	hugo+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
bir	bir+DET
Atlantic	Atlantic+NOUN+PROP+A3SG+PNON+NOM
fırtınası	fırtına+NOUN+A3SG+P3SG+NOM
,	,+PUNC
Vista'yı	vista+NOUN+PROP+A3SG+PNON+ACC
etkilemedi	etkile+VERB+NEG+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Halen	halen+ADV
,	,+PUNC
Vista	Vista+NOUN+PROP+A3SG+PNON+NOM
yetkilileri	yetkili+NOUN+A3PL+P3SG+NOM
nispeten	nispeten+ADV
şanslı	şans+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
olduklarının	ol+VERB+POS^DB+NOUN+PASTPART+A3PL+P3PL+GEN
farkına	fark+NOUN+A3SG+P3SG+DAT
varır	var+VERB+POS+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bir	bir+DET
kasırgayla	kasırga+NOUN+A3SG+PNON+INS
onun	o+PRON+PERS+A3SG+PNON+GEN
geldiğini	gel+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+ACC
bilirsin	bil+VERB+POS+AOR+A2SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
San	san+NOUN+A3SG+PNON+NOM
Francisco	francisco+NOUN+PROP+A3SG+PNON+NOM
gibi	gibi+POSTP+PCNOM
bir	bir+DET
durum	durum+NOUN+A3SG+PNON+NOM
uyarı	uyarı+NOUN+A3SG+PNON+NOM
olmaması	ol+VERB+NEG^DB+NOUN+INF2+A3SG+P3SG+NOM
nedeniyle	nedeniyle+ADV
oldukça	oldukça+ADV
korkutucudur	korkutucu+ADJ^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
MAITRED	MAITRED+NOUN+PROP+A3SG+PNON+NOM
davada	dava+NOUN+A3SG+PNON+LOC
restoranın	restoran+NOUN+A3SG+PNON+GEN
onu	o+PRON+PERS+A3SG+PNON+ACC
hamile	hamile+ADJ
olduğu	ol+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+NOM
için	için+POSTP+PCNOM
kovduğunu	kov+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+ACC
iddia	iddia+NOUN+A3SG+PNON+NOM
eder	et+VERB+POS+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ve	ve+CONJ
hamile	hamile+ADJ
kadınlar	kadın+NOUN+A3PL+PNON+NOM
şişmandır	şişman+ADJ^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Texasın	Texasın+NOUN+PROP+A3SG+PNON+NOM
en	en+ADV
büyük	büyük+ADJ
banka	banka+NOUN+A3SG+PNON+NOM
yolsuzluğu	yolsuzluk+NOUN+A3SG+P3SG+NOM
davası	dava+NOUN+A3SG+P3SG+NOM
avukatları	avukat+NOUN+A3PL+P3SG+NOM
yeniden	yeniden+ADV
yargılama	yargıla+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM
karşısında	karşı+NOUN+A3SG+P3SG+LOC
çıkmak	çık+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
istiyorlar	iste+VERB+POS+PROG1+A3PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Diğer	diğer+ADJ
şeyler	şey+NOUN+A3PL+PNON+NOM
arasında	ara+NOUN+A3SG+P3SG+LOC
,	,+PUNC
dava	dava+NOUN+A3SG+PNON+NOM
özeti	özet+NOUN+A3SG+P3SG+NOM
delil	delil+NOUN+A3SG+PNON+NOM
yetersizliğine	yetersizlik+NOUN+A3SG+P3SG+DAT
atıfta	atıf+NOUN+A3SG+PNON+LOC
bulundu	bulun+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
RICHMOND	RICHMOND+NOUN+PROP+A3SG+PNON+NOM
İstifaları	istifa+NOUN+A3PL+P3SG+NOM
:	:+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Hukuk	hukuk+NOUN+A3SG+PNON+NOM
Firması	firma+NOUN+A3SG+P3SG+NOM
Notları	not+NOUN+A3PL+P3SG+NOM
:	:+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
her	her+DET
halükarda	halükarda+NOUN+A3SG+PNON+NOM
,	,+PUNC
operasyonel	operasyonel+NOUN+A3SG+PNON+NOM
kâr	kâr+NOUN+A3SG+PNON+NOM
16.4	16.4+NUM+REAL
milyon	milyon+NUM+CARD
dolara	dolar+NOUN+A3SG+PNON+DAT
%	%+PERCENT
35	35+NUM+CARD
düştü	düş+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Analistler	analist+NOUN+A3PL+PNON+NOM
şirketin	şirket+NOUN+A3SG+PNON+GEN
sorunlarının	sorun+NOUN+A3PL+P3SG+GEN
endüstridekileri	endüstri+NOUN+A3SG+PNON+LOC^DB+ADJ+REL^DB+NOUN+ZERO+A3PL+P3SG+NOM
yansıttığını	yansı+VERB^DB+VERB+CAUS+POS^DB+NOUN+PASTPART+A3SG+P3SG+ACC
söyledi	söyle+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Fakat	fakat+CONJ
çoğu	çoğu+ADJ
gazeteler	gazete+NOUN+A3PL+PNON+NOM
benzer	benzer+ADJ
karşılaştırmalarla	karşılaş+VERB^DB+VERB+CAUS+POS^DB+NOUN+INF2+A3PL+PNON+INS
karşı	karşı+NOUN+A3SG+PNON+NOM
karşıya	karşı+NOUN+A3SG+PNON+DAT
geliyor	gel+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Şirket	şirket+NOUN+A3SG+PNON+NOM
ayrıca	ayrıca+ADV
bir	bir+DET
hisselerin	hisse+NOUN+A3PL+PNON+GEN
geri	geri+ADJ
alımı	alım+NOUN+A3SG+P3SG+NOM
planına	plan+NOUN+A3SG+P3SG+DAT
sahiptir	sahip+NOUN+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Fakat	fakat+CONJ
dolar	dolar+NOUN+A3SG+PNON+NOM
karışık	karışık+ADJ
düzendeydi	düzen+NOUN+A3SG+PNON+LOC^DB+VERB+ZERO+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bu	bu+DET
haber	haber+NOUN+A3SG+PNON+NOM
ilerideki	ileri+NOUN+A3SG+PNON+LOC^DB+ADJ+REL
faiz	faiz+NOUN+A3SG+PNON+NOM
oranı	oran+NOUN+A3SG+P3SG+NOM
indirimi	indirim+NOUN+A3SG+P3SG+NOM
umutlarını	umut+NOUN+A3PL+P3PL+ACC
artırdı	art+VERB^DB+VERB+CAUS+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bu	bu+DET
haftanın	hafta+NOUN+A3SG+PNON+GEN
ortalamadaki	ortala+VERB+POS^DB+NOUN+INF2+A3SG+PNON+LOC^DB+ADJ+REL
kümülatif	kümülatif+NOUN+A3SG+PNON+NOM
kazancını	kazanç+NOUN+A3SG+P3SG+ACC
yaklaşık	yaklaşık+ADJ
114	114+NUM+CARD
puana	puan+NOUN+A3SG+PNON+DAT
getirdi	getir+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Hükümet	hükümet+NOUN+A3SG+PNON+NOM
tüketici	tüketici+NOUN+A3SG+PNON+NOM
fiyatlarının	fiyat+NOUN+A3PL+P3SG+GEN
geçen	geçen+ADJ
ay	ay+NOUN+A3SG+PNON+NOM
sadece	sadece+ADV
0.2	0.2+NUM+REAL
%	%+PERCENT
yükseldiğini	yüksel+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+ACC
söyledi	söyle+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ekonomistler	ekonomist+NOUN+A3PL+PNON+NOM
iki	iki+NUM+CARD
kat	kat+NOUN+A3SG+PNON+NOM
büyük	büyük+ADJ
bir	bir+DET
artış	art+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM
umdu	um+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Büyük	büyük+ADJ
piyasa	piyasa+NOUN+A3SG+PNON+NOM
faaliyetinde	faaliyet+NOUN+A3SG+P3SG+LOC
:	:+PUNC
hisse	hisse+NOUN+A3SG+PNON+NOM
senedi	senet+NOUN+A3SG+P3SG+NOM
fiyatları	fiyat+NOUN+A3PL+P3SG+NOM
güçlü	güç+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
alım	alım+NOUN+A3SG+PNON+NOM
satımda	satım+NOUN+A3SG+PNON+LOC
yeniden	yeniden+ADV
yükseldi	yüksel+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Gaining	Gaining+NOUN+PROP+A3SG+PNON+NOM
Big	big+NOUN+PROP+A3SG+PNON+NOM
Board	board+NOUN+PROP+A3SG+PNON+NOM
emisyonları	emisyon+NOUN+A3PL+P3SG+NOM
gerileyenleri	gerile+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3PL+P3SG+NOM
355'e	355+NUM+CARD^DB+NOUN+ZERO+A3SG+PNON+DAT
1235	1235+NUM+CARD
sayıca	sayı+NOUN+A3SG+PNON+EQU
geçti	geç+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Dolar	dolar+NOUN+A3SG+PNON+NOM
karma	karma+NOUN+A3SG+PNON+NOM
düzendeydi	düzen+NOUN+A3SG+PNON+LOC^DB+VERB+ZERO+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Fakat	fakat+CONJ
1.8485'ten	1.8485+NUM+REAL^DB+NOUN+ZERO+A3SG+PNON+ABL
1.8470	1.847+NUM+REAL
marka	mark+NOUN+A3SG+PNON+DAT
düştü	düş+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Şimdi	şimdi+ADV
bu	bu+DET
yüzde	yüzde+NOUN+A3SG+PNON+NOM
düzenli	düzen+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
olarak	ol+VERB+POS^DB+ADV+BYDOINGSO
üçüncüde	üçüncü+ADJ^DB+NOUN+ZERO+A3SG+PNON+LOC
bir	bir+DET
eşit	eşit+ADJ
ve	ve+CONJ
iki	iki+NUM+CARD
kez	kez+NOUN+A3SG+PNON+NOM
%	%+PERCENT
40'ın	40+NUM+CARD^DB+NOUN+ZERO+A3SG+PNON+GEN
üstündedir	üst+NOUN+A3SG+P3SG+LOC^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
1932'den	1932+NUM+CARD^DB+NOUN+ZERO+A3SG+PNON+ABL
önce	önce+ADV
,	,+PUNC
model	model+NOUN+A3SG+PNON+NOM
neredeyse	neredeyse+ADV
zıttı	zıt+ADJ^DB+NOUN+ZERO+A3SG+P3SG+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
son	son+ADJ
yılların	yıl+NOUN+A3PL+PNON+GEN
sonuçlarının	sonuç+NOUN+A3PL+P3PL+GEN
nedenini	neden+NOUN+A3SG+P3SG+ACC
açıklayan	açıkla+VERB+POS^DB+ADJ+PRESPART
nedir	ne+PRON+QUESP+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+COP+A3SG
?	?+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
teori	teori+NOUN+A3SG+PNON+NOM
üç	üç+NUM+CARD
varsayıma	varsayım+NOUN+A3SG+PNON+DAT
dayanır	dayan+VERB+POS+AOR+A3SG
:	:+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
bireysel	bireysel+ADJ
seçmenin	seçmen+NOUN+A3SG+PNON+GEN
duruşu	dur+VERB+POS^DB+NOUN+INF3+A3SG+P3SG+NOM
dolayısıyla	dolayısıyla+ADV
düşük	düşük+ADJ
vergiler	vergi+NOUN+A3PL+PNON+NOM
vasıtasıyla	vasıtasıyla+ADV
gelişmiş	geliş+VERB+POS+NARR^DB+ADJ+ZERO
olacak	ol+VERB+POS+FUT+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bu	bu+DET
teori	teori+NOUN+A3SG+PNON+NOM
fazlasıyla	fazlasıyla+ADV
basitken	basit+ADJ^DB+VERB+ZERO^DB+ADV+WHILE
,	,+PUNC
birkaç	birkaç+DET
şeyi	şey+NOUN+A3SG+P3SG+NOM
açıklar	açıkla+VERB+POS+AOR^DB+ADJ+ZERO
görünür	görün+VERB+POS+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bu	bu+DET
teori	teori+NOUN+A3SG+PNON+NOM
için	için+POSTP+PCNOM
hiç	hiç+ADV
deneysel	deneysel+ADJ
destek	destek+NOUN+A3SG+PNON+NOM
var	var+ADJ
mı	mı+QUES+PRES+A3SG
?	?+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Eyalet	eyalet+NOUN+A3SG+PNON+NOM
hükümeti	hükümet+NOUN+A3SG+P3SG+NOM
karşıtlıktan	karşıtlık+NOUN+A3SG+PNON+ABL
Cumhuriyetçi	cumhuriyetçi+NOUN+A3SG+PNON+NOM
Demokratik	demokratik+ADJ
çizgileri	çizgi+NOUN+A3PL+P3SG+NOM
boyunca	boyunca+POSTP+PCNOM
ayrılmıştır	ayrıl+VERB+POS+NARR+COP+A3SG
daha	daha+ADV
tipik	tipik+ADJ
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bay	bay+NOUN+A3SG+PNON+NOM
Zupan	Zupan+NOUN+PROP+A3SG+PNON+NOM
Güney	güney+NOUN+PROP+A3SG+PNON+NOM
Karolina	karolina+NOUN+PROP+A3SG+PNON+NOM
Üniversitesi	üniversite+NOUN+A3SG+P3SG+NOM
iş	iş+NOUN+A3SG+PNON+NOM
okulunda	okul+NOUN+A3SG+P3SG+LOC
ders	ders+NOUN+A3SG+PNON+NOM
verir	ver+VERB+POS+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bu	bu+PRON+DEMONSP+A3SG+PNON+NOM
bir	bir+DET
av	av+NOUN+A3SG+PNON+NOM
çılgınlığından	çılgınlık+NOUN+A3SG+P3SG+ABL
ne	ne+CONJ
az	az+ADJ
ne	ne+CONJ
de	de+CONJ
çoktu	çok+ADJ^DB+VERB+ZERO+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Teslim	teslim+NOUN+A3SG+PNON+NOM
olmayı	ol+VERB+POS^DB+NOUN+INF2+A3SG+PNON+ACC
istiyordu	iste+VERB+POS+PROG1+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Kongre	kongre+NOUN+A3SG+PNON+NOM
sonra	sonra+ADV
herhangi	herhangi+ADJ
bir	bir+DET
vetoyu	veto+NOUN+A3SG+PNON+ACC
bastırmak	bas+VERB^DB+VERB+CAUS+POS^DB+NOUN+INF+A3SG+PNON+NOM
için	için+POSTP+PCNOM
olağan	olağan+ADJ
üçte	üç+NUM+CARD^DB+NOUN+ZERO+A3SG+PNON+LOC
iki	iki+NUM+CARD
çoğunluğa	çoğunluk+NOUN+A3SG+PNON+DAT
ihtiyaç	ihtiyaç+NOUN+A3SG+PNON+NOM
duyabilir	duy+VERB+POS^DB+VERB+ABLE+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Şehrin	şehir+NOUN+A3SG+PNON+GEN
toparlanması	toparlan+VERB+POS^DB+NOUN+INF2+A3SG+P3SG+NOM
depremden	deprem+NOUN+A3SG+PNON+ABL
zordu	zor+ADJ^DB+VERB+ZERO+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Enerji	enerji+NOUN+A3SG+PNON+NOM
kesintileri	kesinti+NOUN+A3PL+P3SG+NOM
1500	1500+NUM+CARD
otomatik	otomatik+ADJ
para	para+NOUN+A3SG+PNON+NOM
çekme	çek+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM
makinelerinin	makine+NOUN+A3PL+P3SG+GEN
sadece	sadece+ADV
yedisini	yedi+NUM+CARD^DB+NOUN+ZERO+A3SG+P3SG+ACC
çevrim	çevrim+NOUN+A3SG+PNON+NOM
dışı	dış+NOUN+A3SG+P3SG+NOM
bıraktı	bırak+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Santa	santa+NOUN+PROP+A3SG+PNON+NOM
Cruz	cruz+NOUN+PROP+A3SG+PNON+NOM
County	County+NOUN+PROP+A3SG+PNON+NOM
toplam	toplam+NOUN+A3SG+PNON+NOM
hasarı	hasar+NOUN+A3SG+P3SG+NOM
hemen	hemen+ADV
hemen	hemen+ADV
600	600+NUM+CARD
milyon	milyon+NUM+CARD
dolar	dolar+NOUN+A3SG+PNON+NOM
tahmin	tahmin+NOUN+A3SG+PNON+NOM
eder	et+VERB+POS+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Çoğu	çoğu+ADJ
caddeler	cadde+NOUN+A3PL+PNON+NOM
ve	ve+CONJ
yan	yan+NOUN+A3SG+PNON+NOM
yollar	yol+NOUN+A3PL+PNON+NOM
çökmeye	çök+VERB+POS^DB+NOUN+INF2+A3SG+PNON+DAT
başladı	başla+VERB+POS+PAST+A3SG
,	,+PUNC
ve	ve+CONJ
yeraltı	yeralt+NOUN+A3SG+P3SG+NOM
suyu	su+NOUN+A3SG+PNON+ACC
ana	ana+ADJ
boruları	boru+NOUN+A3PL+P3SG+NOM
ve	ve+CONJ
servis	servis+NOUN+A3SG+PNON+NOM
bağlantıları	bağlantı+NOUN+A3PL+P3SG+NOM
kırıldı	kır+VERB^DB+VERB+PASS+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bazı	bazı+DET
şeyler	şey+NOUN+A3PL+PNON+NOM
tamir	tamir+NOUN+A3SG+PNON+NOM
edilemez	et+VERB^DB+VERB+PASS^DB+VERB+ABLE+NEG+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
şehrin	şehir+NOUN+A3SG+PNON+GEN
Rent	Rent+NOUN+PROP+A3SG+PNON+NOM
Board	board+NOUN+PROP+A3SG+PNON+NOM
ofisleri	ofis+NOUN+A3PL+P3SG+NOM
zarar	zarar+NOUN+A3SG+PNON+NOM
görmüştü	gör+VERB+POS+NARR+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bundan	bu+PRON+DEMONSP+A3SG+PNON+ABL
sonra	sonra+POSTP+PCABL
,	,+PUNC
federal	federal+ADJ
hisse	hisse+NOUN+A3SG+PNON+NOM
azalır	azal+VERB+POS+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
``	``+PUNC
Halen	halen+ADV
inatçı	inat+NOUN+A3SG+PNON+NOM^DB+ADJ+AGT
beysbol	beysbol+NOUN+A3SG+PNON+NOM
hayranlarına	hayran+NOUN+A3PL+P3SG+DAT
sahibiz	sahip+NOUN+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+A1PL
,	,+PUNC
''	''+PUNC
dedi	de+VERB+POS+PAST+A3SG
bir	bir+DET
sözcü	sözcü+NOUN+A3SG+PNON+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Gerald	gerald+NOUN+PROP+A3SG+PNON+NOM
F.	f.+NOUN+PROP+A3SG+PNON+NOM
Seib	Seib+NOUN+PROP+A3SG+PNON+NOM
ve	ve+CONJ
Joe	joe+NOUN+PROP+A3SG+PNON+NOM
Davidson	Davidson+NOUN+PROP+A3SG+PNON+NOM
Washington	washington+NOUN+PROP+A3SG+PNON+NOM
bu	bu+DET
makaleye	makale+NOUN+A3SG+PNON+DAT
katkıda	katkı+NOUN+A3SG+PNON+LOC
bulundu	bulun+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Görünüşte	görünüşte+ADV
öyle	öyle+ADV
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bu	bu+DET
Hun	hun+NOUN+PROP+A3SG+PNON+NOM
Sen	sen+PRON+PERS+A2SG+PNON+NOM
ve	ve+CONJ
Khmer	Khmer+NOUN+PROP+A3SG+PNON+NOM
Rouge'yi	rouge+NOUN+PROP+A3SG+PNON+ACC
bırakabilir	bırak+VERB+POS^DB+VERB+ABLE+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Khmer	Khmer+NOUN+PROP+A3SG+PNON+NOM
Rouge	rouge+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
her	her+DET
halükarda	halükarda+NOUN+A3SG+PNON+NOM
,	,+PUNC
Kamboçya	kamboçya+NOUN+PROP+A3SG+PNON+NOM
zulmü	zulüm+NOUN+A3SG+P3SG+NOM
için	için+POSTP+PCNOM
bir	bir+DET
eşsiz	eşsiz+ADJ
rekoru	rekor+NOUN+A3SG+P3SG+NOM
üzerinde	üzerinde+ADV
bulundurur	bulun+VERB^DB+VERB+CAUS+POS+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Fakat	fakat+CONJ
Khmer	Khmer+NOUN+PROP+A3SG+PNON+NOM
Rouge'yi	rouge+NOUN+PROP+A3SG+PNON+ACC
değiştiğine	değiş+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+DAT
dair	dair+POSTP+PCDAT
sağlam	sağlam+ADJ
hiçbir	hiçbir+DET
delil	delil+NOUN+A3SG+PNON+NOM
yok	yok+ADV
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
ABD	abd+NOUN+PROP+A3SG+PNON+NOM
diplomasisi	diplomasi+NOUN+A3SG+P3SG+NOM
onu	o+PRON+PERS+A3SG+PNON+ACC
önceden	önceden+ADV
yapmıştı	yap+VERB+POS+NARR+PAST+A3SG
,	,+PUNC
ve	ve+CONJ
muhtemelen	muhtemelen+ADV
tekrar	tekrar+ADV
yapacak	yap+VERB+POS+FUT+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
ürkeklik	ürkeklik+NOUN+A3SG+PNON+NOM
niye	niye+ADV
?	?+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bay	bay+NOUN+A3SG+PNON+NOM
Harris	harris+NOUN+PROP+A3SG+PNON+NOM
New	new+NOUN+PROP+A3SG+PNON+NOM
York'ta	york+NOUN+PROP+A3SG+PNON+LOC
gazetenin	gazete+NOUN+A3SG+PNON+GEN
reklamcılık	reklamcılık+NOUN+A3SG+PNON+NOM
başkan	başkan+NOUN+A3SG+PNON+NOM
yardımcısıydı	yardımcı+NOUN+A3SG+P3SG+NOM^DB+VERB+ZERO+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bay	bay+NOUN+A3SG+PNON+NOM
Marinaro'ya	marinaro+NOUN+PROP+A3SG+PNON+DAT
hemen	hemen+ADV
yorum	yorum+NOUN+A3SG+PNON+NOM
için	için+POSTP+PCNOM
ulaşılamadı	ulaş+VERB^DB+VERB+PASS^DB+VERB+ABLE+NEG+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Gelir	gelir+NOUN+A3SG+PNON+NOM
18.6	18.6+NUM+REAL
milyon	milyon+NUM+CARD
dolar	dolar+NOUN+A3SG+PNON+NOM
tahmin	tahmin+NOUN+A3SG+PNON+NOM
edilmiştir	et+VERB^DB+VERB+PASS+POS+NARR+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Eyalet	eyalet+NOUN+A3SG+PNON+NOM
yetkililerine	yetkili+NOUN+A3PL+P3SG+DAT
dün	dün+NOUN+A3SG+PNON+NOM
geç	geç+ADJ
saatlerde	saat+NOUN+A3PL+PNON+LOC
yorum	yorum+NOUN+A3SG+PNON+NOM
için	için+POSTP+PCNOM
ulaşılamadı	ulaş+VERB^DB+VERB+PASS^DB+VERB+ABLE+NEG+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
